league,season,team,player,nation_,pos_,age_,born_,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK
ENG-Premier League,2526,Arsenal,Ben White,ENG,DF,28-190,1997,8,6,486,5.4,0,1,1,0,0,0,0,0,0.0,0.19,0.19,0.0,0.19
ENG-Premier League,2526,Arsenal,Bukayo Saka,ENG,"FW,MF",24-223,2001,27,22,1998,22.2,6,3,9,5,1,1,1,0,0.27,0.14,0.41,0.23,0.36
ENG-Premier League,2526,Arsenal,Christian Nørgaard,DEN,MF,32-037,1994,6,0,61,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Arsenal,Cristhian Mosquera,ESP,DF,21-293,2004,15,6,688,7.6,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Arsenal,David Raya,ESP,GK,30-213,1995,32,32,2880,32.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Arsenal,Declan Rice,ENG,MF,27-092,1999,31,30,2671,29.7,4,5,9,4,0,0,2,0,0.13,0.17,0.3,0.13,0.3
ENG-Premier League,2526,Arsenal,Eberechi Eze,ENG,"MF,FW",27-291,1998,26,16,1456,16.2,6,2,8,6,0,0,1,0,0.37,0.12,0.49,0.37,0.49
ENG-Premier League,2526,Arsenal,Ethan Nwaneri,ENG,MF,19-026,2007,6,0,171,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Arsenal,Gabriel Jesus,BRA,FW,29-013,1997,12,2,328,3.6,2,0,2,2,0,0,2,0,0.55,0.0,0.55,0.55,0.55
ENG-Premier League,2526,Arsenal,Gabriel Magalhães,BRA,DF,28-118,1997,26,25,2256,25.1,3,4,7,3,0,0,3,0,0.12,0.16,0.28,0.12,0.28
ENG-Premier League,2526,Arsenal,Gabriel Martinelli,BRA,"FW,MF",24-302,2001,26,10,907,10.1,1,3,4,1,0,0,2,0,0.1,0.3,0.4,0.1,0.4
ENG-Premier League,2526,Arsenal,Jurriën Timber,NED,DF,24-303,2001,30,28,2454,27.3,3,5,8,3,0,0,5,0,0.11,0.18,0.29,0.11,0.29
ENG-Premier League,2526,Arsenal,Kai Havertz,GER,"MF,FW",26-309,1999,7,4,317,3.5,0,1,1,0,0,0,0,0,0.0,0.28,0.28,0.0,0.28
ENG-Premier League,2526,Arsenal,Leandro Trossard,BEL,"FW,MF",31-133,1994,27,18,1714,19.0,5,5,10,5,0,0,1,0,0.26,0.26,0.53,0.26,0.53
ENG-Premier League,2526,Arsenal,Martin Ødegaard,NOR,MF,27-120,1998,20,13,1076,12.0,1,5,6,1,0,0,0,0,0.08,0.42,0.5,0.08,0.5
ENG-Premier League,2526,Arsenal,Martín Zubimendi,ESP,MF,27-073,1999,32,31,2671,29.7,5,1,6,5,0,0,4,0,0.17,0.03,0.2,0.17,0.2
ENG-Premier League,2526,Arsenal,Max Dowman,ENG,MF,16-106,2009,4,0,83,0.9,1,0,1,1,0,0,0,0,1.08,0.0,1.08,1.08,1.08
ENG-Premier League,2526,Arsenal,Mikel Merino,ESP,"MF,FW",29-298,1996,21,10,1007,11.2,4,3,7,4,0,0,1,0,0.36,0.27,0.63,0.36,0.63
ENG-Premier League,2526,Arsenal,Myles Lewis-Skelly,ENG,DF,19-202,2006,15,2,411,4.6,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Arsenal,Noni Madueke,ENG,"FW,MF",24-037,2002,21,13,948,10.5,2,1,3,2,0,0,0,0,0.19,0.09,0.28,0.19,0.28
ENG-Premier League,2526,Arsenal,Piero Hincapié,ECU,DF,24-097,2002,21,17,1503,16.7,1,2,3,1,0,0,2,0,0.06,0.12,0.18,0.06,0.18
ENG-Premier League,2526,Arsenal,Riccardo Calafiori,ITA,DF,23-332,2002,22,18,1448,16.1,1,2,3,1,0,0,5,0,0.06,0.12,0.19,0.06,0.19
ENG-Premier League,2526,Arsenal,Viktor Gyökeres,SWE,FW,27-316,1998,30,24,1982,22.0,12,0,12,9,3,3,5,0,0.54,0.0,0.54,0.41,0.41
ENG-Premier League,2526,Arsenal,William Saliba,FRA,DF,25-023,2001,26,25,2164,24.0,1,0,1,1,0,0,1,0,0.04,0.0,0.04,0.04,0.04
ENG-Premier League,2526,Aston Villa,Alysson Edward,BRA,MF,19-346,2006,3,0,49,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Aston Villa,Amadou Onana,BEL,MF,24-243,2001,23,20,1650,18.3,2,0,2,2,0,0,2,0,0.11,0.0,0.11,0.11,0.11
ENG-Premier League,2526,Aston Villa,Andrés García,ESP,DF,23-068,2003,5,0,41,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Aston Villa,Boubacar Kamara,FRA,MF,26-144,1999,18,17,1411,15.7,1,3,4,1,0,0,5,0,0.06,0.19,0.26,0.06,0.26
ENG-Premier League,2526,Aston Villa,Bradley Burrowes,ENG,MF,18-043,2008,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Aston Villa,Donyell Malen,NED,"FW,MF",27-097,1999,21,5,656,7.3,4,1,5,4,0,0,0,0,0.55,0.14,0.69,0.55,0.69
ENG-Premier League,2526,Aston Villa,Douglas Luiz,BRA,MF,27-342,1998,9,6,503,5.6,1,0,1,1,0,0,0,0,0.18,0.0,0.18,0.18,0.18
ENG-Premier League,2526,Aston Villa,Emi Buendía,ARG,MF,29-112,1996,30,18,1464,16.3,5,2,7,5,0,0,6,0,0.31,0.12,0.43,0.31,0.43
ENG-Premier League,2526,Aston Villa,Emiliano Martínez,ARG,GK,33-226,1992,27,27,2385,26.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Aston Villa,Evann Guessand,CIV,MF,24-289,2001,13,6,588,6.5,0,1,1,0,0,0,0,0,0.0,0.15,0.15,0.0,0.15
ENG-Premier League,2526,Aston Villa,Ezri Konsa,ENG,DF,28-175,1997,30,30,2675,29.7,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Aston Villa,George Hemmings,ENG,MF,19-043,2007,2,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Aston Villa,Harvey Elliott,ENG,MF,23-012,2003,4,1,112,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Aston Villa,Ian Maatsen,NED,DF,24-037,2002,25,13,1277,14.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Aston Villa,Jadon Sancho,ENG,MF,26-022,2000,19,8,763,8.5,0,2,2,0,0,0,0,0,0.0,0.24,0.24,0.0,0.24
ENG-Premier League,2526,Aston Villa,Jamaldeen Jimoh,ENG,MF,19-196,2006,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Aston Villa,John McGinn,SCO,MF,31-180,1994,25,24,1807,20.1,4,2,6,4,0,0,4,0,0.2,0.1,0.3,0.2,0.3
ENG-Premier League,2526,Aston Villa,Lamare Bogarde,NED,"MF,DF",22-101,2004,24,8,807,9.0,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Aston Villa,Leon Bailey,JAM,MF,28-250,1997,9,2,340,3.8,0,1,1,0,0,0,1,0,0.0,0.26,0.26,0.0,0.26
ENG-Premier League,2526,Aston Villa,Lucas Digne,FRA,DF,32-270,1993,27,19,1634,18.2,0,4,4,0,0,0,3,0,0.0,0.22,0.22,0.0,0.22
ENG-Premier League,2526,Aston Villa,Marco Bizot,NED,GK,35-037,1991,6,5,495,5.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Aston Villa,Matty Cash,POL,DF,28-252,1997,29,29,2530,28.1,3,2,5,3,0,0,8,0,0.11,0.07,0.18,0.11,0.18
ENG-Premier League,2526,Aston Villa,Morgan Rogers,ENG,MF,23-264,2002,32,32,2830,31.4,8,5,13,8,0,0,6,0,0.25,0.16,0.41,0.25,0.41
ENG-Premier League,2526,Aston Villa,Ollie Watkins,ENG,FW,30-107,1995,31,28,2379,26.4,9,1,10,9,0,0,3,0,0.34,0.04,0.38,0.34,0.38
ENG-Premier League,2526,Aston Villa,Pau Torres,ESP,DF,29-090,1997,18,16,1478,16.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Aston Villa,Ross Barkley,ENG,MF,32-132,1993,15,3,478,5.3,2,0,2,2,0,0,0,0,0.38,0.0,0.38,0.38,0.38
ENG-Premier League,2526,Aston Villa,Tammy Abraham,ENG,FW,28-196,1997,9,1,206,2.3,1,0,1,1,0,0,0,0,0.44,0.0,0.44,0.44,0.44
ENG-Premier League,2526,Aston Villa,Tyrone Mings,ENG,DF,33-034,1993,13,11,964,10.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Aston Villa,Victor Lindelöf,SWE,DF,31-273,1994,13,7,668,7.4,0,1,1,0,0,0,0,0,0.0,0.13,0.13,0.0,0.13
ENG-Premier League,2526,Aston Villa,Youri Tielemans,BEL,MF,28-344,1997,19,16,1412,15.7,0,4,4,0,0,0,0,0,0.0,0.25,0.25,0.0,0.25
ENG-Premier League,2526,Bournemouth,Adam Smith,ENG,DF,34-352,1991,19,11,809,9.0,0,1,1,0,0,0,3,0,0.0,0.11,0.11,0.0,0.11
ENG-Premier League,2526,Bournemouth,Adrien Truffert,FRA,DF,24-147,2001,32,32,2839,31.5,0,3,3,0,0,0,4,0,0.0,0.1,0.1,0.0,0.1
ENG-Premier League,2526,Bournemouth,Alex Scott,ENG,MF,22-238,2003,32,29,2400,26.7,3,1,4,3,0,0,3,0,0.11,0.04,0.15,0.11,0.15
ENG-Premier League,2526,Bournemouth,Alex Tóth,HUN,MF,20-175,2005,5,1,80,0.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Bournemouth,Amine Adli,MAR,MF,25-341,2000,27,10,1040,11.6,3,1,4,3,0,0,2,0,0.26,0.09,0.35,0.26,0.35
ENG-Premier League,2526,Bournemouth,Antoine Semenyo,GHA,MF,26-099,2000,20,20,1798,20.0,10,3,13,9,1,2,6,0,0.5,0.15,0.65,0.45,0.6
ENG-Premier League,2526,Bournemouth,Bafodé Diakité,FRA,DF,25-100,2001,18,15,1277,14.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Bournemouth,Ben Gannon-Doak,SCO,MF,20-156,2005,5,0,61,0.7,0,1,1,0,0,0,0,0,0.0,1.48,1.48,0.0,1.48
ENG-Premier League,2526,Bournemouth,Ben Winterburn,ENG,MF,21-224,2004,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Bournemouth,David Brooks,WAL,MF,28-282,1997,26,12,1072,11.9,1,2,3,1,0,0,7,0,0.08,0.17,0.25,0.08,0.25
ENG-Premier League,2526,Bournemouth,Eli Junior Kroupi,FRA,"MF,FW",19-297,2006,27,15,1242,13.8,10,0,10,9,1,1,4,0,0.72,0.0,0.72,0.65,0.65
ENG-Premier League,2526,Bournemouth,Enes Ünal,TUR,FW,28-341,1997,18,0,187,2.1,1,0,1,1,0,0,1,0,0.48,0.0,0.48,0.48,0.48
ENG-Premier League,2526,Bournemouth,Evanilson,BRA,FW,26-192,1999,30,26,2283,25.4,6,1,7,6,0,0,1,0,0.24,0.04,0.28,0.24,0.28
ENG-Premier League,2526,Bournemouth,Hamed Junior Traorè,CIV,MF,26-059,2000,1,0,17,0.2,0,1,1,0,0,0,0,0,0.0,5.29,5.29,0.0,5.29
ENG-Premier League,2526,Bournemouth,James Hill,ENG,DF,24-096,2002,23,16,1566,17.4,0,3,3,0,0,0,3,0,0.0,0.17,0.17,0.0,0.17
ENG-Premier League,2526,Bournemouth,Julio Soler,ARG,DF,21-059,2005,3,0,35,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Bournemouth,Justin Kluivert,NED,MF,26-346,1999,18,10,919,10.2,2,0,2,2,0,0,4,0,0.2,0.0,0.2,0.2,0.2
ENG-Premier League,2526,Bournemouth,Lewis Cook,ENG,"MF,DF",29-072,1997,16,8,872,9.7,0,1,1,0,0,0,1,1,0.0,0.1,0.1,0.0,0.1
ENG-Premier League,2526,Bournemouth,Marcos Senesi,ARG,DF,28-341,1997,31,31,2748,30.5,0,4,4,0,0,0,8,0,0.0,0.13,0.13,0.0,0.13
ENG-Premier League,2526,Bournemouth,Marcus Tavernier,ENG,MF,27-025,1999,28,25,2212,24.6,5,4,9,3,2,2,4,0,0.2,0.16,0.37,0.12,0.28
ENG-Premier League,2526,Bournemouth,Rayan,BRA,MF,19-256,2006,9,8,692,7.7,2,1,3,2,0,0,1,0,0.26,0.13,0.39,0.26,0.39
ENG-Premier League,2526,Bournemouth,Ryan Christie,SCO,MF,31-053,1995,22,6,796,8.8,2,0,2,2,0,0,2,0,0.23,0.0,0.23,0.23,0.23
ENG-Premier League,2526,Bournemouth,Tyler Adams,USA,MF,27-061,1999,19,18,1432,15.9,2,1,3,2,0,0,7,0,0.13,0.06,0.19,0.13,0.19
ENG-Premier League,2526,Bournemouth,Veljko Milosavljević,SRB,DF,18-292,2007,7,4,368,4.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Bournemouth,Álex Jiménez,ESP,"DF,MF",20-343,2005,28,23,2047,22.7,1,0,1,1,0,0,9,0,0.04,0.0,0.04,0.04,0.04
ENG-Premier League,2526,Bournemouth,Đorđe Petrović,SRB,GK,26-190,1999,32,32,2880,32.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Brentford,Aaron Hickey,SCO,DF,23-310,2002,18,7,599,6.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Brentford,Antoni Milambo,NED,MF,21-013,2005,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Brentford,Caoimhín Kelleher,IRL,GK,27-144,1998,31,31,2790,31.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Brentford,Dango Ouattara,BFA,MF,24-064,2002,26,20,1804,20.0,5,3,8,5,0,0,4,0,0.25,0.15,0.4,0.25,0.4
ENG-Premier League,2526,Brentford,Ethan Pinnock,JAM,DF,32-322,1993,4,4,318,3.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Brentford,Fabio Carvalho,POR,MF,23-229,2002,6,1,102,1.1,1,0,1,1,0,0,0,0,0.88,0.0,0.88,0.88,0.88
ENG-Premier League,2526,Brentford,Frank Onyeka,NGA,MF,28-105,1998,6,0,92,1.0,0,1,1,0,0,0,0,0,0.0,0.98,0.98,0.0,0.98
ENG-Premier League,2526,Brentford,Hákon Valdimarsson,ISL,GK,24-185,2001,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Brentford,Igor Thiago,BRA,FW,24-294,2001,32,31,2742,30.5,21,1,22,14,7,8,6,0,0.69,0.03,0.72,0.46,0.49
ENG-Premier League,2526,Brentford,Jordan Henderson,ENG,MF,35-303,1990,29,21,1820,20.2,1,3,4,1,0,0,4,0,0.05,0.15,0.2,0.05,0.2
ENG-Premier League,2526,Brentford,Keane Lewis-Potter,ENG,"MF,DF",25-053,2001,30,16,1435,15.9,3,2,5,3,0,0,1,0,0.19,0.13,0.31,0.19,0.31
ENG-Premier League,2526,Brentford,Kevin Schade,GER,"MF,FW",24-140,2001,29,27,2296,25.5,7,3,10,7,0,1,6,1,0.27,0.12,0.39,0.27,0.39
ENG-Premier League,2526,Brentford,Kristoffer Ajer,NOR,DF,27-364,1998,24,18,1628,18.1,0,1,1,0,0,0,3,0,0.0,0.06,0.06,0.0,0.06
ENG-Premier League,2526,Brentford,Mathias Jensen,DEN,MF,30-105,1996,30,20,1743,19.4,2,1,3,2,0,0,3,0,0.1,0.05,0.15,0.1,0.15
ENG-Premier League,2526,Brentford,Michael Kayode,ITA,DF,21-280,2004,31,31,2718,30.2,1,1,2,1,0,0,6,0,0.03,0.03,0.07,0.03,0.07
ENG-Premier League,2526,Brentford,Mikkel Damsgaard,DEN,MF,25-287,2000,27,19,1620,18.0,3,4,7,3,0,0,0,0,0.17,0.22,0.39,0.17,0.39
ENG-Premier League,2526,Brentford,Myles Peart-Harris,ENG,MF,23-210,2002,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Brentford,Nathan Collins,IRL,DF,24-351,2001,29,26,2435,27.1,1,2,3,1,0,0,5,0,0.04,0.07,0.11,0.04,0.11
ENG-Premier League,2526,Brentford,Reiss Nelson,ENG,"FW,MF",26-127,1999,8,0,106,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Brentford,Rico Henry,JAM,DF,28-282,1997,25,14,1328,14.8,0,1,1,0,0,0,2,0,0.0,0.07,0.07,0.0,0.07
ENG-Premier League,2526,Brentford,Romelle Donovan,ENG,FW,19-137,2006,4,0,41,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Brentford,Sepp van den Berg,NED,DF,24-117,2001,27,26,2394,26.6,0,1,1,0,0,0,1,0,0.0,0.04,0.04,0.0,0.04
ENG-Premier League,2526,Brentford,Vitaly Janelt,GER,MF,27-341,1998,22,13,1261,14.0,1,4,5,1,0,0,7,0,0.07,0.29,0.36,0.07,0.36
ENG-Premier League,2526,Brentford,Yehor Yarmoliuk,UKR,MF,22-046,2004,32,25,2223,24.7,1,2,3,1,0,0,7,0,0.04,0.08,0.12,0.04,0.12
ENG-Premier League,2526,Brighton,Bart Verbruggen,NED,GK,23-241,2002,32,32,2880,32.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Brighton,Brajan Gruda,GER,MF,21-320,2004,18,8,719,8.0,1,1,2,1,0,0,2,0,0.13,0.13,0.25,0.13,0.25
ENG-Premier League,2526,Brighton,Carlos Baleba,CMR,MF,22-103,2004,26,19,1295,14.4,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Brighton,Charalampos Kostoulas,GRE,FW,18-321,2007,16,2,305,3.4,2,1,3,2,0,0,2,0,0.59,0.3,0.89,0.59,0.89
ENG-Premier League,2526,Brighton,Danny Welbeck,ENG,FW,35-141,1990,31,21,1900,21.1,12,0,12,11,1,3,5,0,0.57,0.0,0.57,0.52,0.52
ENG-Premier League,2526,Brighton,Diego Coppola,ITA,DF,22-109,2003,5,2,194,2.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Brighton,Diego Gómez,PAR,"MF,FW",23-020,2003,29,24,2017,22.4,5,1,6,5,0,0,9,0,0.22,0.04,0.27,0.22,0.27
ENG-Premier League,2526,Brighton,Ferdi Kadioglu,TUR,"DF,MF",26-191,1999,31,28,2593,28.8,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Brighton,Georginio Rutter,FRA,"MF,FW",23-361,2002,26,19,1619,18.0,2,2,4,2,0,0,2,0,0.11,0.11,0.22,0.11,0.22
ENG-Premier League,2526,Brighton,Harry Howell,ENG,MF,17-361,2008,3,1,94,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Brighton,Jack Hinshelwood,ENG,MF,21-005,2005,21,14,1250,13.9,1,3,4,1,0,0,0,0,0.07,0.22,0.29,0.07,0.29
ENG-Premier League,2526,Brighton,James Milner,ENG,MF,40-102,1986,19,6,726,8.1,1,1,2,0,1,1,2,0,0.12,0.12,0.25,0.0,0.12
ENG-Premier League,2526,Brighton,Jan Paul van Hecke,NED,DF,25-312,2000,30,30,2670,29.7,3,2,5,3,0,0,8,0,0.1,0.07,0.17,0.1,0.17
ENG-Premier League,2526,Brighton,Joe Knight,ENG,MF,20-207,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Brighton,Joël Veltman,NED,DF,34-091,1992,20,8,853,9.5,1,0,1,1,0,0,4,0,0.11,0.0,0.11,0.11,0.11
ENG-Premier League,2526,Brighton,Kaoru Mitoma,JPN,"MF,FW",28-331,1997,21,16,1437,16.0,2,1,3,2,0,0,3,0,0.13,0.06,0.19,0.13,0.19
ENG-Premier League,2526,Brighton,Lewis Dunk,ENG,DF,34-146,1991,29,28,2565,28.5,0,0,0,0,0,0,10,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Brighton,Mats Wieffer,NED,DF,26-151,1999,22,19,1661,18.5,2,3,5,2,0,0,7,0,0.11,0.16,0.27,0.11,0.27
ENG-Premier League,2526,Brighton,Matt O'Riley,DEN,MF,25-146,2000,4,2,187,2.1,1,0,1,0,1,1,0,0,0.48,0.0,0.48,0.0,0.0
ENG-Premier League,2526,Brighton,Maxim De Cuyper,BEL,"DF,MF",25-115,2000,24,14,1152,12.8,2,0,2,2,0,0,2,0,0.16,0.0,0.16,0.16,0.16
ENG-Premier League,2526,Brighton,Nehemiah Oriola,ENG,MF,18-309,2007,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Brighton,Olivier Boscagli,FRA,DF,28-149,1997,9,6,532,5.9,0,1,1,0,0,0,2,0,0.0,0.17,0.17,0.0,0.17
ENG-Premier League,2526,Brighton,Pascal Groß,GER,MF,34-305,1991,13,12,1096,12.2,1,2,3,1,0,0,2,0,0.08,0.16,0.25,0.08,0.25
ENG-Premier League,2526,Brighton,Solly March,ENG,MF,31-270,1994,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Brighton,Stefanos Tzimas,GRE,FW,20-100,2006,9,1,139,1.5,1,1,2,1,0,0,0,0,0.65,0.65,1.29,0.65,1.29
ENG-Premier League,2526,Brighton,Tom Watson,ENG,MF,20-008,2006,6,0,62,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Brighton,Yankuba Minteh,GAM,MF,21-268,2004,28,21,1911,21.2,2,4,6,2,0,0,2,0,0.09,0.19,0.28,0.09,0.28
ENG-Premier League,2526,Brighton,Yasin Ayari,SWE,MF,22-192,2003,25,19,1816,20.2,3,3,6,3,0,0,1,0,0.15,0.15,0.3,0.15,0.3
ENG-Premier League,2526,Burnley,Armando Broja,ALB,FW,24-218,2001,21,8,828,9.2,1,1,2,1,0,0,0,0,0.11,0.11,0.22,0.11,0.22
ENG-Premier League,2526,Burnley,Ashley Barnes,ENG,"FW,MF",36-168,1989,6,0,40,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
